name,place,found_time,image,source,source_site,source_url,remark
帽子,花蓮站，花蓮站,2014/08/18,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134938,""
手提包,花蓮站，車上,2014/08/21,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134939,""
球鞋,花蓮站，車上,2014/08/21,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134940,""
手機,臺北站，車上,2014/08/22,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134941,""
筆電,花蓮站，車上,2014/08/21,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134942,""
筆電,花蓮站，車上,2014/08/21,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134943,""
硬碟,花蓮站，車上,2014/08/21,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134944,""
ipad,樹林站，車上,2014/08/13,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134945,""
零錢包,樹林站，車上,2014/08/13,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134946,藍
皮夾(殷O正),樹林站，車上,2014/08/14,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134947,黑色
手機,樹林站，車上,2014/08/13,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134948,灰色(UEGA)
手提包,樹林站，樹林站,2014/08/14,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134949,深咖啡色 行動電源 鑰匙
眼鏡,板橋站，車上,2014/08/14,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134950,""
手機,樹林站，車上,2014/08/14,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134951,灰samsung 橘套
小狗包包,臺北站，車上,2014/08/13,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134952,""
帽子 名產,臺北站，車上,2014/08/15,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134953,透明塑膠袋
帽子,臺北站，車上,2014/08/15,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134954,牛仔布
iphone,樹林站，車上,2014/08/15,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134955,白保護套
手機,樹林站，車上,2014/08/16,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134956,三星 黑色
黑色手提袋,臺北站，車上,2014/08/17,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134957,衣物 充電器
手機,樹林站，車上,2014/08/16,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134958,白 台哥大
IPAD,樹林站，車上,2014/08/17,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134959,紅色
黃黑背包,樹林站，車上,2014/08/17,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134960,內有衣物
手機,樹林站，車上,2014/08/17,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134961,黑色
手機,樹林站，車上,2014/08/17,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134962,黑色三星
手機,新竹站，車上,2014/08/16,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134963,黑IPHONE 行動電源 白色傳輸線
塑膠袋,樹林站，車上,2014/08/15,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134964,內衣物
手機套 證件信用卡,樹林站，樹林站,2014/08/17,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134965,楊雅帆
衣服 月餅,臺北站，車上,2014/08/16,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134966,"黃, 紫色紙袋"
衣物,花蓮站，車上,2014/08/16,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134967,咖啡色提包
平板,樹林站，車上,2014/08/16,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134968,WIZ 黑
手機,樹林站，車上,2014/08/18,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134969,三星 黑色 摺疊
手機,高雄站，車上,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134970,""
涼被,高雄站，車上,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134971,""
"塑袋:玩具,衣服",彰化站，車上,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134972,""
金融卡,高雄站，高雄站,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134973,""
保溫杯,高雄站，車上,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134974,""
外套,高雄站，車上,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134975,""
塑袋:遮陽帽,臺南站，車上,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134976,""
手機,樹林站，車上,2014/08/18,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134977,白色 TAIWAN MOBILE
雨傘 長柄,臺北站，車上,2014/08/18,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134978,綠花紅紋
黑色背包,板橋站，車上,2014/08/18,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134979,呂士文 0979621069
藍黑色雨傘,桃園站，車上,2014/08/18,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134980,折傘
側背包〈藥、現金若干〉,中壢站，車上,2014/08/22,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134981,紅色
紅色背包,樹林站，車上,2014/08/18,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134982,衣物 藥
手機,樹林站，車上,2014/08/18,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134983,黑iphone
皮夾,樹林站，車上,2014/08/18,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134984,內有24500元 郭瑞瑜
手機,樹林站，車上,2014/08/19,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134985,HTC灰 咖啡色
手機,樹林站，車上,2014/08/19,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134986,SAMSUNG
手機,樹林站，車上,2014/08/19,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134987,三星 粉色皮套
鞋,桃園站，車上,2014/08/19,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134988,""
紅背包,臺北站，車上,2014/08/19,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134989,內有衣物
手機,樹林站，車上,2014/08/20,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134990,黑色SAMSUNG
手機,樹林站，車上,2014/08/18,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134991,sony 紫
傘,臺北站，車上,2014/08/20,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134992,深藍長柄
筆電,樹林站，車上,2014/08/20,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134993,黑手提袋
帽子,樹林站，車上,2014/08/20,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134994,花格
綠後背包,樹林站，車上,2014/08/20,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134995,麻糬衣物
黑背包,花蓮站，車上,2014/08/19,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134996,""
手提袋,樹林站，車上,2014/08/20,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134997,盆栽食物
包包,樹林站，車上,2014/08/21,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134998,綠色
筆電,樹林站，車上,2014/08/21,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=134999,asus
樂器 譜,樹林站，車上,2014/08/21,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135000,黑提袋(畢琦容
名產,臺北站，車上,2014/08/21,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135001,曾記 白袋
耳機,新左營站，新左營站,2014/08/22,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135002,""
韓國護照,樹林站，車上,2014/08/21,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135003,LEE NARI
悠遊卡,樹林站，車上,2014/08/21,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135004,藍卡套
現金,新左營站，新左營站,2014/08/22,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135005,""
衣 鞋,樹林站，車上,2014/08/21,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135006,白袋
MP3,臺中站，車上,2014/08/22,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135007,""
手機,岡山站，車上,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135008,""
書,高雄站，車上,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135009,""
"塑袋:衣服,usb線",高雄站，高雄站,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135010,""
"行李袋:衣物,化妝品",高雄站，車上,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135011,""
塑袋:衣服,高雄站，車上,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135012,""
"紙袋:衣服,蛋捲",高雄站，車上,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135013,""
袋子:三腳架,高雄站，高雄站,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135014,""
帽子(董O亮),南港站，南港站,2014/08/22,"",臺北市南港區南港路1段313號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135015,""
手機,花蓮站，車上,2014/08/20,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135016,""
零錢包,花蓮站，車上,2014/08/20,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135017,""
零錢包,新左營站，新左營站,2014/08/22,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135018,咖啡色、SABAH
食品,中壢站，車上,2014/08/22,"",新北市板橋區縣民大道二段7號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135019,""
"",，,"","","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135020,""
"",，,"","","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135021,""
"",，,"","","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135022,""
"",斗六站，斗六站,2014/08/21,"",新北市板橋區縣民大道二段7號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135023,""
白色提袋,汐止站，車上,2014/08/20,"",新北市板橋區縣民大道二段7號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135024,內有雨傘 眼鏡
ipod shuffle 粉色,松山站，車上,2014/08/20,"",新北市板橋區縣民大道二段7號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135025,粉，方形
橘色後背包,臺北站，車上,2014/08/20,"",新北市板橋區縣民大道二段7號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135026,""
"",，,"","","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135027,""
"",，,"","","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135028,""
蠟燭,臺北站，臺北站,2014/08/13,"",雲林縣斗六市信義里民生路187號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135029,兩小盒
筆電,臺北站，臺北站,2014/08/16,"",雲林縣斗六市信義里民生路187號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135030,""
晶片學生悠遊卡,南港站，車上,2014/08/23,"",臺北市南港區南港路1段313號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135031,""
信封袋內有資料,臺南站，車上,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135032,""
黑色保溫杯,高雄站，車上,2014/08/21,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135033,""
太陽眼鏡,竹北站，車上,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135034,""
耳機,高雄站，車上,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135035,""
錢包,臺北站，車上,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135036,""
保溫杯,高雄站，車上,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135037,""
"",高雄站，車上,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135038,""
手機,高雄站，車上,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135039,""
長傘,高雄站，高雄站,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135040,""
背包:孩子衣服,高雄站，高雄站,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135041,""
"提袋:衣物,資料,食品",高雄站，車上,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135042,""
鑰匙,彰化站，車上,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135043,""
學生證,高雄站，車上,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135044,""
平板電腦,臺南站，車上,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135045,""
鑰匙,高雄站，高雄站,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135046,""
小椅子,臺南站，車上,2014/08/22,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135047,""
提袋:保溫杯,新竹站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135048,""
塑袋:鞋子,高雄站，高雄站,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135049,""
太陽餅,嘉義站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135050,""
紙袋:食物,高雄站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135051,""
手機,高雄站，高雄站,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135052,""
背包:衣服,高雄站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135053,""
手提包,板橋站，車上,2014/08/22,"",基隆市仁愛區文昌里港西街5號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135054,黑
手機,松山站，車上,2014/08/22,"",基隆市仁愛區文昌里港西街5號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135055,htc
書包,臺北站，車上,2014/08/22,"",基隆市仁愛區文昌里港西街5號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135056,楊梅
背包,臺北站，車上,2014/08/22,"",基隆市仁愛區文昌里港西街5號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135057,雜物
書,七堵站，車上,2014/08/23,"",基隆市仁愛區文昌里港西街5號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135058,藍袋
咖啡,臺北站，車上,2014/08/23,"",基隆市仁愛區文昌里港西街5號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135059,紅盒
背包,花蓮站，車上,2014/08/22,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135060,""
行李包,花蓮站，車上,2014/08/20,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135061,""
皮包,花蓮站，車上,2014/08/23,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135062,""
紙袋(化妝品.鏡子),臺北站，臺北站,2014/08/20,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135063,淺藍紙袋
包包(張o星證件),臺北站，臺北站,2014/08/21,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135064,黑色包包，內有咖啡色錢包，現金5882元
行李箱,桃園站，車上,2014/08/22,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135065,紅色
後背包,臺北站，車上,2014/08/22,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135066,貓頭鷹圖案
水壺,中壢站，車上,2014/08/22,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135067,粉紅色
鑰匙(一把五支),臺北站，臺北站,2014/08/23,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135068,五支鑰匙＋一張感應卡
咖啡色衣服,臺北站，車上,2014/08/23,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135069,""
黑色 IPHONE,板橋站，板橋站,2014/08/17,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135070,""
手機,屏東站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135071,""
水壺,臺南站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135072,""
提袋(保溫罐 傘),高雄站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135073,""
提袋(水壺),臺南站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135074,""
定期票,高雄站，高雄站,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135075,""
手機,高雄站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135076,""
鑰匙,高雄站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135077,""
現金若干,高雄站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135078,""
購物袋〈高跟鞋、牛仔外套〉,臺北站，車上,2014/08/23,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135079,粉紅色
袋子(手機 充電器等),高雄站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135080,""
手機,高雄站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135081,""
現金若干,高雄站，高雄站,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135082,""
筆記本 文具袋,高雄站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135083,""
IPAD,高雄站，車上,2014/08/20,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135084,""
背包(衣物 食品),臺北站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135085,""
保溫杯,中壢站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135086,""
保溫杯,中壢站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135087,""
禮盒,臺南站，臺南站,2014/08/20,"",臺南市善化區中山路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135088,紙
安全帽,臺南站，車上,2014/08/22,"",臺南市善化區中山路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135089,白色
後背包加手提袋,沙鹿站，斗六站,2014/08/16,"",雲林縣斗六市信義里民生路187號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135090,"筆記型電腦,書"
背包,彰化站，斗六站,2014/08/17,"",雲林縣斗六市信義里民生路187號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135091,內有手機
紙袋,臺中站，臺中站,2014/08/17,"",雲林縣斗六市信義里民生路187號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135092,內有麵包
SAMSUNG 手機,臺中站，車上,2014/08/24,"",新北市雙溪區新基里朝陽街1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135093,白色
背包,板橋站，車上,2014/08/24,"",臺南市善化區中山路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135094,綠*1
布包,桃園站，車上,2014/08/22,"",苗栗市為公路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135095,黑色，內有現金若干，證件高士媛
保溫瓶,屏東站，車上,2014/08/24,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135096,""
安全帽,臺南站，車上,2014/08/24,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135097,""
保溫杯,高雄站，車上,2014/08/23,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135098,""
"提袋:衣服,玩具",臺北站，車上,2014/08/24,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135099,""
籃底花摺傘,嘉義站，車上,2014/08/19,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135100,""
黑色手提袋(電腦˙雜物),嘉義站，車上,2014/08/19,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135101,""
黑色手機(亞太),嘉義站，車上,2014/08/20,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135102,""
黑色三星手機,嘉義站，車上,2014/08/19,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135103,""
現金若干,嘉義站，嘉義站,2014/08/19,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135104,""
三雙鞋,嘉義站，車上,2014/08/18,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135105,""
紙袋(編織器˙食品),員林站，車上,2014/08/20,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135106,""
黑色皮夾(現金若干),嘉義站，車上,2014/08/20,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135107,""
Sony粉紅色筆電,嘉義站，車上,2014/08/21,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135108,""
三星黑手機,嘉義站，嘉義站,2014/08/21,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=135109,""
